# Region type :       patch INLET
# Faces               : 25600
# Area                : 3.57823331707631e-02
# Scale factor        : 1.00000000000000e+00
# Time                	sum(phi)
0.4706                	-5.72807115689845e-02
0.4708                	-5.72635283957149e-02
0.471                 	-5.72412626930605e-02
0.4712                	-5.72329678759681e-02
0.4714                	-5.72202832302366e-02
0.4716                	-5.71774680595466e-02
0.4718                	-5.71452245466471e-02
0.472                 	-5.71332370634995e-02
0.4722                	-5.71332102654715e-02
0.4724                	-5.71036814721208e-02
0.4726                	-5.70480186844248e-02
0.4728                	-5.69982539946522e-02
0.473                 	-5.69738966390473e-02
0.4732                	-5.69662123044915e-02
0.4734                	-5.69384767848302e-02
0.4736                	-5.68809605400771e-02
0.4738                	-5.68154561332488e-02
0.474                 	-5.67696455608006e-02
0.4742                	-5.67285292255716e-02
0.4744                	-5.66776585942842e-02
0.4746                	-5.66202652606888e-02
0.4748                	-5.65530149164146e-02
0.475                 	-5.65096356956191e-02
0.4752                	-5.64899840976838e-02
0.4754                	-5.64645589923165e-02
0.4756                	-5.64288321664706e-02
0.4758                	-5.63950469453855e-02
0.476                 	-5.63749146915216e-02
0.4762                	-5.63828620855725e-02
0.4764                	-5.63909513437783e-02
0.4766                	-5.63760813109939e-02
0.4768                	-5.63537665051767e-02
0.477                 	-5.63457790451487e-02
0.4772                	-5.63495976472571e-02
0.4774                	-5.63464299898291e-02
0.4776                	-5.63326145829484e-02
0.4778                	-5.63105280999685e-02
0.478                 	-5.62925607147748e-02
0.4782                	-5.62825570432112e-02
0.4784                	-5.62752690651997e-02
0.4786                	-5.62594750276271e-02
0.4788                	-5.62285175291462e-02
0.479                 	-5.62063537697261e-02
0.4792                	-5.61825164529270e-02
0.4794                	-5.61599876330178e-02
0.4796                	-5.61327630857275e-02
0.4798                	-5.60995535012322e-02
0.48                  	-5.60612095841936e-02
0.4802                	-5.60308906746953e-02
0.4804                	-5.60103252945422e-02
0.4806                	-5.59813335346500e-02
0.4808                	-5.59491939744556e-02
0.481                 	-5.59403561293902e-02
0.4812                	-5.59424291128153e-02
0.4814                	-5.59463401211017e-02
0.4816                	-5.59376910748041e-02
0.4818                	-5.59288312020686e-02
0.482                 	-5.59364657275995e-02
0.4822                	-5.59490860767698e-02
0.4824                	-5.59621956487723e-02
0.4826                	-5.59683589895989e-02
0.4828                	-5.59931067392683e-02
0.483                 	-5.60179488577495e-02
0.4832                	-5.60257291029600e-02
0.4834                	-5.60361461434340e-02
0.4836                	-5.60493848310411e-02
0.4838                	-5.60755670855403e-02
0.484                 	-5.60934495653850e-02
0.4842                	-5.60942267333479e-02
0.4844                	-5.60730905328036e-02
0.4846                	-5.60700912055493e-02
0.4848                	-5.60765114349704e-02
0.485                 	-5.60913596044005e-02
0.4852                	-5.60992250022756e-02
0.4854                	-5.60960877541273e-02
0.4856                	-5.60910688495546e-02
0.4858                	-5.60784995217711e-02
0.486                 	-5.60815402368655e-02
0.4862                	-5.60950093404040e-02
0.4864                	-5.61010108239514e-02
0.4866                	-5.60956173245950e-02
0.4868                	-5.61013148856493e-02
0.487                 	-5.61087980913970e-02
0.4872                	-5.61197613518444e-02
0.4874                	-5.61366490637598e-02
0.4876                	-5.61480741192342e-02
0.4878                	-5.61460477481683e-02
0.488                 	-5.61368150889481e-02
0.4882                	-5.61364572127977e-02
0.4884                	-5.61292250525894e-02
0.4886                	-5.61119254088787e-02
0.4888                	-5.60772995646628e-02
0.489                 	-5.60351463049972e-02
0.4892                	-5.60061450761833e-02
0.4894                	-5.59877351559932e-02
0.4896                	-5.59788926656856e-02
0.4898                	-5.59579740077640e-02
0.49                  	-5.59212279747491e-02
0.4902                	-5.58962680421783e-02
0.4904                	-5.58942390327761e-02
0.4906                	-5.58951296287457e-02
0.4908                	-5.58828104973885e-02
0.491                 	-5.58634830057285e-02
0.4912                	-5.58400868929490e-02
0.4914                	-5.58235089741268e-02
0.4916                	-5.58263230745428e-02
0.4918                	-5.58165394026295e-02
0.492                 	-5.57789865568710e-02
0.4922                	-5.57390150095286e-02
0.4924                	-5.57280363267545e-02
0.4926                	-5.57220827981728e-02
0.4928                	-5.57160921091040e-02
0.493                 	-5.56919738009517e-02
0.4932                	-5.56490912402363e-02
0.4934                	-5.56152929085520e-02
0.4936                	-5.55900412680996e-02
0.4938                	-5.55753684029265e-02
0.494                 	-5.55616234238836e-02
0.4942                	-5.55380039721335e-02
0.4944                	-5.55223280962643e-02
0.4946                	-5.55113557898591e-02
0.4948                	-5.54935725881941e-02
0.495                 	-5.54682116021420e-02
0.4952                	-5.54480511489973e-02
0.4954                	-5.54235460768856e-02
0.4956                	-5.54169921942025e-02
0.4958                	-5.54193893636207e-02
0.496                 	-5.53965103341393e-02
0.4962                	-5.53713545409235e-02
0.4964                	-5.53569531683150e-02
0.4966                	-5.53714458944717e-02
0.4968                	-5.53803600599196e-02
0.497                 	-5.54116111071784e-02
0.4972                	-5.54372897650847e-02
0.4974                	-5.54623445932863e-02
0.4976                	-5.54850033519085e-02
0.4978                	-5.55026224859120e-02
0.498                 	-5.55296294418119e-02
0.4982                	-5.55778359285767e-02
0.4984                	-5.56299802304261e-02
0.4986                	-5.56519366427631e-02
0.4988                	-5.56573947741837e-02
0.499                 	-5.56496555622958e-02
0.4992                	-5.56549177338079e-02
0.4994                	-5.56787956819863e-02
0.4996                	-5.57107429288217e-02
0.4998                	-5.57577771141571e-02
0.5                   	-5.58063930792820e-02
0.5002                	-5.58405230692082e-02
0.5004                	-5.58687045470741e-02
0.5006                	-5.59070689926006e-02
0.5008                	-5.59498261311962e-02
0.501                 	-5.60159952585350e-02
0.5012                	-5.60732226200709e-02
0.5014                	-5.61158120477383e-02
0.5016                	-5.61480606437132e-02
0.5018                	-5.61766636407043e-02
0.502                 	-5.62185841601871e-02
0.5022                	-5.62764182536021e-02
0.5024                	-5.63497456569806e-02
0.5026                	-5.64231085105751e-02
0.5028                	-5.64875756569866e-02
0.503                 	-5.65409025970856e-02
0.5032                	-5.65961479091051e-02
0.5034                	-5.66551105196057e-02
0.5036                	-5.67226757780774e-02
0.5038                	-5.67965827583385e-02
0.504                 	-5.68592811884092e-02
0.5042                	-5.69106499848075e-02
0.5044                	-5.69654436166606e-02
0.5046                	-5.70040209264098e-02
0.5048                	-5.70106806990034e-02
0.505                 	-5.70109383680245e-02
0.5052                	-5.70136307839311e-02
0.5054                	-5.70266736139003e-02
0.5056                	-5.70348827881094e-02
0.5058                	-5.70122471233942e-02
0.506                 	-5.69841291084469e-02
0.5062                	-5.69798479991679e-02
0.5064                	-5.69919134517212e-02
0.5066                	-5.69996127305438e-02
0.5068                	-5.69828979063065e-02
0.507                 	-5.69464813325190e-02
0.5072                	-5.69200319310867e-02
0.5074                	-5.68882118507884e-02
0.5076                	-5.68388700106997e-02
0.5078                	-5.67997392577775e-02
0.508                 	-5.67842676821373e-02
0.5082                	-5.67807135742398e-02
0.5084                	-5.67626713708913e-02
0.5086                	-5.67344920495815e-02
0.5088                	-5.67080522326821e-02
0.509                 	-5.66974313841180e-02
0.5092                	-5.66924994889151e-02
0.5094                	-5.66734910138635e-02
0.5096                	-5.66449967730247e-02
0.5098                	-5.66096656837039e-02
0.51                  	-5.65916739685341e-02
0.5102                	-5.65707681091834e-02
0.5104                	-5.65322763965516e-02
0.5106                	-5.64921262340135e-02
0.5108                	-5.64571050780754e-02
0.511                 	-5.64373595357525e-02
0.5112                	-5.64480187374056e-02
0.5114                	-5.64589860420183e-02
0.5116                	-5.64466801030519e-02
0.5118                	-5.64354665325927e-02
0.512                 	-5.64284359856940e-02
0.5122                	-5.64435848982112e-02
0.5124                	-5.64643530286697e-02
0.5126                	-5.64733725510134e-02
0.5128                	-5.64591005585142e-02
0.513                 	-5.64565027028573e-02
0.5132                	-5.64718552378211e-02
0.5134                	-5.64938692303362e-02
0.5136                	-5.65247301752780e-02
0.5138                	-5.65316422345319e-02
0.514                 	-5.65393070140994e-02
0.5142                	-5.65619335597609e-02
0.5144                	-5.65773280639431e-02
0.5146                	-5.66007840387713e-02
0.5148                	-5.66098985049549e-02
0.515                 	-5.66093980558087e-02
0.5152                	-5.66042695427251e-02
0.5154                	-5.66122501500478e-02
0.5156                	-5.66103258695172e-02
0.5158                	-5.66124116881753e-02
0.516                 	-5.66100225763565e-02
0.5162                	-5.65873348828494e-02
0.5164                	-5.65812628088835e-02
0.5166                	-5.65865349738742e-02
0.5168                	-5.65852760733937e-02
0.517                 	-5.65683030240203e-02
0.5172                	-5.65576422793233e-02
0.5174                	-5.65481763730522e-02
0.5176                	-5.65502667687105e-02
0.5178                	-5.65429611488161e-02
0.518                 	-5.65205198399670e-02
0.5182                	-5.64930732764324e-02
0.5184                	-5.64893461067150e-02
0.5186                	-5.65002296193297e-02
0.5188                	-5.65073509162100e-02
0.519                 	-5.65051022074779e-02
0.5192                	-5.64928891565574e-02
0.5194                	-5.64654327557590e-02
0.5196                	-5.64304489889374e-02
0.5198                	-5.64145892039438e-02
0.52                  	-5.64027904304488e-02
0.5202                	-5.63825281831271e-02
0.5204                	-5.63507391625317e-02
0.5206                	-5.63064834850604e-02
0.5208                	-5.62838286055241e-02
0.521                 	-5.62805059365358e-02
0.5212                	-5.62782104220080e-02
0.5214                	-5.62596320235476e-02
0.5216                	-5.62354485224894e-02
0.5218                	-5.62120256610333e-02
0.522                 	-5.61955956302665e-02
0.5222                	-5.61804783928413e-02
0.5224                	-5.61526231147835e-02
0.5226                	-5.61256529822387e-02
0.5228                	-5.61092661723733e-02
0.523                 	-5.61022294001048e-02
0.5232                	-5.60876017236393e-02
0.5234                	-5.60661760614456e-02
0.5236                	-5.60464437727805e-02
0.5238                	-5.60301596029468e-02
0.524                 	-5.60232842445513e-02
0.5242                	-5.60244870926707e-02
0.5244                	-5.60123854545214e-02
0.5246                	-5.59917157749930e-02
0.5248                	-5.59876602501704e-02
0.525                 	-5.60010244763420e-02
0.5252                	-5.60342918397488e-02
0.5254                	-5.60624302547073e-02
0.5256                	-5.60919276001319e-02
0.5258                	-5.61120463196606e-02
0.526                 	-5.61235222220155e-02
0.5262                	-5.61369366185141e-02
0.5264                	-5.61372368471731e-02
0.5266                	-5.61232049998712e-02
0.5268                	-5.61159958216407e-02
0.527                 	-5.61175433616156e-02
0.5272                	-5.61053512831729e-02
0.5274                	-5.60821718835555e-02
0.5276                	-5.60647332793070e-02
0.5278                	-5.60532590271288e-02
0.528                 	-5.60456055554558e-02
0.5282                	-5.60352209823609e-02
0.5284                	-5.60167148583549e-02
0.5286                	-5.59964588169604e-02
0.5288                	-5.59934973505882e-02
0.529                 	-5.60030042222708e-02
0.5292                	-5.60087010036766e-02
0.5294                	-5.60179685385114e-02
0.5296                	-5.60421724311691e-02
0.5298                	-5.60582974823669e-02
0.53                  	-5.60620053630819e-02
0.5302                	-5.60554552967521e-02
0.5304                	-5.60402218129953e-02
0.5306                	-5.60249223995909e-02
0.5308                	-5.60175765028135e-02
0.531                 	-5.60055232870585e-02
0.5312                	-5.59833074500229e-02
0.5314                	-5.59584178811571e-02
0.5316                	-5.59262884148921e-02
0.5318                	-5.58966282454880e-02
0.532                 	-5.58668052217999e-02
0.5322                	-5.58492769374741e-02
0.5324                	-5.58294422638832e-02
0.5326                	-5.58082080943198e-02
0.5328                	-5.57741763371365e-02
0.533                 	-5.57431497178414e-02
0.5332                	-5.57338838846244e-02
0.5334                	-5.57358629874625e-02
0.5336                	-5.57295098259794e-02
0.5338                	-5.57032504448878e-02
0.534                 	-5.56822176185683e-02
0.5342                	-5.56749338307626e-02
0.5344                	-5.56763731257612e-02
0.5346                	-5.56735243347766e-02
0.5348                	-5.56620346599062e-02
0.535                 	-5.56541174255398e-02
0.5352                	-5.56729367006503e-02
0.5354                	-5.56759431969996e-02
0.5356                	-5.56666180241111e-02
0.5358                	-5.56527710249419e-02
0.536                 	-5.56492881755504e-02
0.5362                	-5.56553719612556e-02
0.5364                	-5.56751746130312e-02
0.5366                	-5.56839153270521e-02
0.5368                	-5.56806306711305e-02
0.537                 	-5.56864786082041e-02
0.5372                	-5.57082920336755e-02
0.5374                	-5.57426550355126e-02
0.5376                	-5.57831149579607e-02
0.5378                	-5.58172170023190e-02
0.538                 	-5.58443670311591e-02
0.5382                	-5.58507481942663e-02
0.5384                	-5.58610900723022e-02
0.5386                	-5.58673834156962e-02
0.5388                	-5.58697372455946e-02
0.539                 	-5.58777966091304e-02
0.5392                	-5.58834245731331e-02
0.5394                	-5.58856512589173e-02
0.5396                	-5.58920604439790e-02
0.5398                	-5.58947733800245e-02
0.54                  	-5.58830980438442e-02
0.5402                	-5.58840429057574e-02
0.5404                	-5.58943827192473e-02
0.5406                	-5.59077241800699e-02
0.5408                	-5.59042531236460e-02
0.541                 	-5.58969977113393e-02
0.5412                	-5.58990882728916e-02
0.5414                	-5.59242283733073e-02
0.5416                	-5.59566578520414e-02
0.5418                	-5.59679486055065e-02
0.542                 	-5.59542944906925e-02
0.5422                	-5.59520912426608e-02
0.5424                	-5.59613649769472e-02
0.5426                	-5.59653573251319e-02
0.5428                	-5.59582907389989e-02
0.543                 	-5.59492310402992e-02
0.5432                	-5.59490000165962e-02
0.5434                	-5.59698124366761e-02
0.5436                	-5.59907061481193e-02
0.5438                	-5.59973634950740e-02
0.544                 	-5.60069393949731e-02
0.5442                	-5.60328794712902e-02
0.5444                	-5.60715817579310e-02
0.5446                	-5.61112808208708e-02
0.5448                	-5.61334166460137e-02
0.545                 	-5.61374567826427e-02
0.5452                	-5.61385154858593e-02
0.5454                	-5.61491550756649e-02
0.5456                	-5.61694336715702e-02
0.5458                	-5.61977389656970e-02
0.546                 	-5.62083615968889e-02
0.5462                	-5.62084171360329e-02
0.5464                	-5.62084817285052e-02
0.5466                	-5.62281494026350e-02
0.5468                	-5.62518390559747e-02
0.547                 	-5.62992653878277e-02
0.5472                	-5.63327911099767e-02
0.5474                	-5.63596426045018e-02
0.5476                	-5.63814573425491e-02
0.5478                	-5.63916910296115e-02
0.548                 	-5.64097125007758e-02
0.5482                	-5.64395028177126e-02
0.5484                	-5.64766004049823e-02
0.5486                	-5.64823103138511e-02
0.5488                	-5.64691805262742e-02
0.549                 	-5.64491042191997e-02
0.5492                	-5.64451095226948e-02
0.5494                	-5.64649484209181e-02
0.5496                	-5.64821821277190e-02
0.5498                	-5.64884735777445e-02
0.55                  	-5.64847463714441e-02
0.5502                	-5.64856686109878e-02
0.5504                	-5.64817192937433e-02
0.5506                	-5.64704447155074e-02
0.5508                	-5.64502942190766e-02
0.551                 	-5.64414193642403e-02
0.5512                	-5.64355080753546e-02
0.5514                	-5.64366174183879e-02
0.5516                	-5.64253854109281e-02
0.5518                	-5.64053271685833e-02
0.552                 	-5.63961009214187e-02
0.5522                	-5.64024496726192e-02
0.5524                	-5.64073564715851e-02
0.5526                	-5.63960851165607e-02
0.5528                	-5.63764066615825e-02
0.553                 	-5.63741986863705e-02
0.5532                	-5.63909497164603e-02
0.5534                	-5.64077907063946e-02
0.5536                	-5.64207262800851e-02
0.5538                	-5.64320764672677e-02
0.554                 	-5.64613553453287e-02
0.5542                	-5.65102583671711e-02
0.5544                	-5.65423860854426e-02
0.5546                	-5.65584098928897e-02
0.5548                	-5.65806422989672e-02
0.555                 	-5.66111351745578e-02
0.5552                	-5.66469910419104e-02
0.5554                	-5.66701057194803e-02
0.5556                	-5.66668268899026e-02
0.5558                	-5.66585317277672e-02
0.556                 	-5.66630211018894e-02
0.5562                	-5.66747337030787e-02
0.5564                	-5.66887108486938e-02
0.5566                	-5.66970934435719e-02
0.5568                	-5.67148028627711e-02
0.557                 	-5.67418448480438e-02
0.5572                	-5.67590889127956e-02
0.5574                	-5.67648343769359e-02
0.5576                	-5.67762197309868e-02
0.5578                	-5.67840778007847e-02
0.558                 	-5.67884978559127e-02
0.5582                	-5.67903048090014e-02
0.5584                	-5.67845049659115e-02
0.5586                	-5.67677918240580e-02
0.5588                	-5.67653931134553e-02
0.559                 	-5.67708761572069e-02
0.5592                	-5.67642718127009e-02
0.5594                	-5.67529784279606e-02
0.5596                	-5.67305491168059e-02
0.5598                	-5.67056326303779e-02
0.56                  	-5.67024403004830e-02
0.5602                	-5.67156285082922e-02
0.5604                	-5.67047732189149e-02
0.5606                	-5.66722792913036e-02
0.5608                	-5.66389514695696e-02
0.561                 	-5.66249203678044e-02
0.5612                	-5.66230051944934e-02
0.5614                	-5.66114828114296e-02
0.5616                	-5.65815837674892e-02
0.5618                	-5.65300167106004e-02
0.562                 	-5.64842647728468e-02
0.5622                	-5.64559527511352e-02
0.5624                	-5.64506194424024e-02
0.5626                	-5.64413720326172e-02
0.5628                	-5.64203406143110e-02
0.563                 	-5.63857025203835e-02
0.5632                	-5.63613207248551e-02
0.5634                	-5.63653400023174e-02
0.5636                	-5.63723920400989e-02
0.5638                	-5.63735909584811e-02
0.564                 	-5.63525532174020e-02
0.5642                	-5.63398331197534e-02
0.5644                	-5.63469100015426e-02
0.5646                	-5.63774939387141e-02
0.5648                	-5.64135076964848e-02
0.565                 	-5.64411161981201e-02
0.5652                	-5.64374870445184e-02
0.5654                	-5.64153216730326e-02
0.5656                	-5.64225827795571e-02
0.5658                	-5.64541059653449e-02
0.566                 	-5.64821941158843e-02
0.5662                	-5.64833124273113e-02
0.5664                	-5.64554579718681e-02
0.5666                	-5.64445817119440e-02
0.5668                	-5.64622047962634e-02
0.567                 	-5.64849289126488e-02
0.5672                	-5.64807216298461e-02
0.5674                	-5.64614214944878e-02
0.5676                	-5.64523424152319e-02
0.5678                	-5.64545670119341e-02
0.568                 	-5.64548417658099e-02
0.5682                	-5.64295833063832e-02
0.5684                	-5.64046488757765e-02
0.5686                	-5.63919157829709e-02
0.5688                	-5.63902776044023e-02
0.569                 	-5.63996855901572e-02
0.5692                	-5.63809640892668e-02
0.5694                	-5.63304226036816e-02
0.5696                	-5.62905950896090e-02
0.5698                	-5.62744462022133e-02
0.57                  	-5.62643271559898e-02
0.5702                	-5.62462835584351e-02
0.5704                	-5.62185963544422e-02
0.5706                	-5.61853324466629e-02
0.5708                	-5.61709384456363e-02
0.571                 	-5.61752324663368e-02
0.5712                	-5.61641827218087e-02
0.5714                	-5.61494389529290e-02
0.5716                	-5.61405548708223e-02
0.5718                	-5.61355122277097e-02
0.572                 	-5.61092559306537e-02
0.5722                	-5.60747615474169e-02
0.5724                	-5.60470166404171e-02
0.5726                	-5.60495951591290e-02
0.5728                	-5.60570485662059e-02
0.573                 	-5.60381760773660e-02
0.5732                	-5.59965115054744e-02
0.5734                	-5.59708215799910e-02
0.5736                	-5.59814631016451e-02
0.5738                	-5.60063023569668e-02
0.574                 	-5.60015233894862e-02
0.5742                	-5.59594295345858e-02
0.5744                	-5.59522677199234e-02
0.5746                	-5.59891074921142e-02
0.5748                	-5.60348300790292e-02
0.575                 	-5.60657106692336e-02
0.5752                	-5.60653620908715e-02
0.5754                	-5.60585280925733e-02
0.5756                	-5.60951195093381e-02
0.5758                	-5.61590101518864e-02
0.576                 	-5.61954165677036e-02
0.5762                	-5.61858686941117e-02
0.5764                	-5.61737225548722e-02
0.5766                	-5.61673042717064e-02
0.5768                	-5.61794897192784e-02
0.577                 	-5.62011196835575e-02
0.5772                	-5.61823460614664e-02
0.5774                	-5.61538474453185e-02
0.5776                	-5.61438971064388e-02
0.5778                	-5.61493779214889e-02
0.578                 	-5.61462960406479e-02
0.5782                	-5.61247036660171e-02
0.5784                	-5.60927181751006e-02
0.5786                	-5.60668146271740e-02
0.5788                	-5.60407413601428e-02
0.579                 	-5.60057633783373e-02
0.5792                	-5.59622661694958e-02
0.5794                	-5.59268660859593e-02
0.5796                	-5.59127138727455e-02
0.5798                	-5.59146270697317e-02
0.58                  	-5.59106384983843e-02
0.5802                	-5.58767315552783e-02
0.5804                	-5.58433618018759e-02
0.5806                	-5.58386031076067e-02
0.5808                	-5.58488709657587e-02
0.581                 	-5.58505987842822e-02
0.5812                	-5.58311853613027e-02
0.5814                	-5.57973333126365e-02
0.5816                	-5.58007514620820e-02
0.5818                	-5.58309216885123e-02
0.582                 	-5.58545349758160e-02
0.5822                	-5.58523196026050e-02
0.5824                	-5.58411925004581e-02
0.5826                	-5.58373988344824e-02
0.5828                	-5.58354856346380e-02
0.583                 	-5.58266335651362e-02
0.5832                	-5.58143744698988e-02
0.5834                	-5.58122874114809e-02
0.5836                	-5.58180287756241e-02
0.5838                	-5.58108632214372e-02
0.584                 	-5.57900346793845e-02
0.5842                	-5.57635431099074e-02
0.5844                	-5.57531970031278e-02
0.5846                	-5.57587891466341e-02
0.5848                	-5.57512793860082e-02
0.585                 	-5.57290458370171e-02
0.5852                	-5.57162118675132e-02
0.5854                	-5.57120393414556e-02
0.5856                	-5.57065673340580e-02
0.5858                	-5.57058570604330e-02
0.586                 	-5.56912059928074e-02
0.5862                	-5.56859419168686e-02
0.5864                	-5.56873273510357e-02
0.5866                	-5.56883624750358e-02
0.5868                	-5.56862212369402e-02
0.587                 	-5.57020815834327e-02
0.5872                	-5.57333277959887e-02
0.5874                	-5.57548676806062e-02
0.5876                	-5.57675135141062e-02
0.5878                	-5.57878845084081e-02
0.588                 	-5.58374250884159e-02
0.5882                	-5.58909751568219e-02
0.5884                	-5.59155234881110e-02
0.5886                	-5.59207255801861e-02
0.5888                	-5.59282811257708e-02
0.589                 	-5.59545899889253e-02
0.5892                	-5.59816634092506e-02
0.5894                	-5.60069369681438e-02
0.5896                	-5.60356418678877e-02
0.5898                	-5.60586217115238e-02
0.59                  	-5.60725790263928e-02
0.5902                	-5.60724189665210e-02
0.5904                	-5.60855627138318e-02
0.5906                	-5.61218727933707e-02
0.5908                	-5.61690665352310e-02
0.591                 	-5.61960586872453e-02
0.5912                	-5.61978352962631e-02
0.5914                	-5.62075715430233e-02
0.5916                	-5.62357005603915e-02
0.5918                	-5.62793207131728e-02
0.592                 	-5.63069710597696e-02
0.5922                	-5.63132343691912e-02
0.5924                	-5.63096474262145e-02
0.5926                	-5.62998657364065e-02
0.5928                	-5.62897670810928e-02
0.593                 	-5.62798534169731e-02
0.5932                	-5.62650760525002e-02
0.5934                	-5.62488030056133e-02
0.5936                	-5.62279317045262e-02
0.5938                	-5.62070000291828e-02
0.594                 	-5.61985491739451e-02
0.5942                	-5.61835131688457e-02
0.5944                	-5.61621410382347e-02
0.5946                	-5.61458348693311e-02
0.5948                	-5.61336367753585e-02
0.595                 	-5.61376212878970e-02
0.5952                	-5.61580976397195e-02
0.5954                	-5.61773172891157e-02
0.5956                	-5.61803276722385e-02
0.5958                	-5.61864132053154e-02
0.596                 	-5.61822025577789e-02
0.5962                	-5.61733017870996e-02
0.5964                	-5.61785007006965e-02
0.5966                	-5.61859856342294e-02
0.5968                	-5.61947089630605e-02
0.597                 	-5.61866970018833e-02
0.5972                	-5.61595979706044e-02
0.5974                	-5.61404078070138e-02
0.5976                	-5.61436367075969e-02
0.5978                	-5.61528024012822e-02
0.598                 	-5.61622250056538e-02
0.5982                	-5.61573260242132e-02
0.5984                	-5.61213877860336e-02
0.5986                	-5.60794328380938e-02
0.5988                	-5.60587500621339e-02
0.599                 	-5.60550593283855e-02
0.5992                	-5.60629939843674e-02
0.5994                	-5.60665747995717e-02
0.5996                	-5.60490496533180e-02
0.5998                	-5.60165474931285e-02
0.6                   	-5.60085783561010e-02
0.6002                	-5.60258062199070e-02
0.6004                	-5.60451871563179e-02
0.6006                	-5.60511835340960e-02
0.6008                	-5.60340576338263e-02
0.601                 	-5.60042078902668e-02
0.6012                	-5.59945964207667e-02
0.6014                	-5.59936290691058e-02
0.6016                	-5.59897317047995e-02
0.6018                	-5.59671008948731e-02
0.602                 	-5.59393362841593e-02
0.6022                	-5.59197147252378e-02
0.6024                	-5.59099873539263e-02
0.6026                	-5.59046982467348e-02
0.6028                	-5.58980139674253e-02
0.603                 	-5.58905390420439e-02
0.6032                	-5.58759558670466e-02
0.6034                	-5.58548221888688e-02
0.6036                	-5.58506702195094e-02
0.6038                	-5.58568588332631e-02
0.604                 	-5.58562820219117e-02
0.6042                	-5.58333123549413e-02
0.6044                	-5.57992254481753e-02
0.6046                	-5.57830218643594e-02
0.6048                	-5.57810198305969e-02
0.605                 	-5.57892839206667e-02
0.6052                	-5.57868529472279e-02
0.6054                	-5.57648111748413e-02
0.6056                	-5.57479114532936e-02
0.6058                	-5.57517784359410e-02
0.606                 	-5.57558657697991e-02
0.6062                	-5.57516097746426e-02
0.6064                	-5.57340603854066e-02
0.6066                	-5.57200610261186e-02
0.6068                	-5.57148005421076e-02
0.607                 	-5.57341377857411e-02
0.6072                	-5.57359023554454e-02
0.6074                	-5.57005084978650e-02
0.6076                	-5.56631943634931e-02
0.6078                	-5.56591941689460e-02
0.608                 	-5.56733824899824e-02
0.6082                	-5.56865403510857e-02
0.6084                	-5.56733388803948e-02
0.6086                	-5.56453363432938e-02
0.6088                	-5.56357601214175e-02
0.609                 	-5.56390045773959e-02
0.6092                	-5.56456160692034e-02
0.6094                	-5.56410227641025e-02
0.6096                	-5.56193550561895e-02
0.6098                	-5.55885047017907e-02
0.61                  	-5.55567999654892e-02
0.6102                	-5.55289152579731e-02
0.6104                	-5.55094892108150e-02
0.6106                	-5.54758232085943e-02
0.6108                	-5.54414251794711e-02
0.611                 	-5.54248154730301e-02
0.6112                	-5.54257887323171e-02
0.6114                	-5.54158607863140e-02
0.6116                	-5.53931255180669e-02
0.6118                	-5.53658464194647e-02
0.612                 	-5.53503896392936e-02
0.6122                	-5.53593324423892e-02
0.6124                	-5.53585866429521e-02
0.6126                	-5.53360797235172e-02
0.6128                	-5.53002506843139e-02
0.613                 	-5.52822993160662e-02
0.6132                	-5.52763566224790e-02
0.6134                	-5.52758141110913e-02
0.6136                	-5.52608768418037e-02
0.6138                	-5.52263971450936e-02
0.614                 	-5.52017216704375e-02
0.6142                	-5.51898478916440e-02
0.6144                	-5.51963881337062e-02
0.6146                	-5.52018234189778e-02
0.6148                	-5.51976866016778e-02
0.615                 	-5.51940461308759e-02
0.6152                	-5.52053054762081e-02
0.6154                	-5.52250283595956e-02
0.6156                	-5.52381636645990e-02
0.6158                	-5.52497483112784e-02
0.616                 	-5.52562025571193e-02
0.6162                	-5.52634613784186e-02
0.6164                	-5.52741675887510e-02
0.6166                	-5.52881198597964e-02
0.6168                	-5.52805696564417e-02
0.617                 	-5.52734998747148e-02
0.6172                	-5.52693773290732e-02
0.6174                	-5.52675964496525e-02
0.6176                	-5.52692700469995e-02
0.6178                	-5.52611163960882e-02
0.618                 	-5.52533484721237e-02
0.6182                	-5.52483041420424e-02
0.6184                	-5.52564813023878e-02
0.6186                	-5.52677964757989e-02
0.6188                	-5.52706384843455e-02
0.619                 	-5.52673700312251e-02
0.6192                	-5.52731827726065e-02
0.6194                	-5.52839525156061e-02
0.6196                	-5.52919327364399e-02
0.6198                	-5.53008129603553e-02
0.62                  	-5.53161024414985e-02
0.6202                	-5.53269836213298e-02
0.6204                	-5.53200700842012e-02
0.6206                	-5.53276156642253e-02
0.6208                	-5.53381880409934e-02
0.621                 	-5.53547996977203e-02
0.6212                	-5.53602229973196e-02
0.6214                	-5.53391026110892e-02
0.6216                	-5.53082072161837e-02
0.6218                	-5.53164595375046e-02
0.622                 	-5.53307824571461e-02
0.6222                	-5.53282408154017e-02
0.6224                	-5.53057375268095e-02
0.6226                	-5.52763121009218e-02
0.6228                	-5.52778092913622e-02
0.623                 	-5.52912229838430e-02
0.6232                	-5.52900824570068e-02
0.6234                	-5.52748334124247e-02
0.6236                	-5.52597303285685e-02
0.6238                	-5.52552709755243e-02
0.624                 	-5.52590962866323e-02
0.6242                	-5.52507022267074e-02
0.6244                	-5.52327044445698e-02
0.6246                	-5.52254517877256e-02
0.6248                	-5.52343656871202e-02
0.625                 	-5.52531350034573e-02
