# Region type :       patch INLET
# Faces               : 25600
# Area                : 3.57823331707631e-02
# Scale factor        : 1.00000000000000e+00
# Time                	sum(phi)
0.255                 	-5.59251851768808e-02
0.2552                	-5.59082726341397e-02
0.2554                	-5.58705245596987e-02
0.2556                	-5.58412308217166e-02
0.2558                	-5.58192953297284e-02
0.256                 	-5.58185365902982e-02
0.2562                	-5.58202289495225e-02
0.2564                	-5.58131935811011e-02
0.2566                	-5.58082788313001e-02
0.2568                	-5.57994112276800e-02
0.257                 	-5.57825916969163e-02
0.2572                	-5.57833411620964e-02
0.2574                	-5.58013653346345e-02
0.2576                	-5.58097400737369e-02
0.2578                	-5.58012171882837e-02
0.258                 	-5.57951121100557e-02
0.2582                	-5.58020838982975e-02
0.2584                	-5.58232811327793e-02
0.2586                	-5.58389992528494e-02
0.2588                	-5.58327144090327e-02
0.259                 	-5.58257937018826e-02
0.2592                	-5.58357163444558e-02
0.2594                	-5.58496760010703e-02
0.2596                	-5.58444937130355e-02
0.2598                	-5.58265315438077e-02
0.26                  	-5.58176864156262e-02
0.2602                	-5.58235484336381e-02
0.2604                	-5.58477164016344e-02
0.2606                	-5.58632842075399e-02
0.2608                	-5.58707398875094e-02
0.261                 	-5.58674120343677e-02
0.2612                	-5.58552595255900e-02
0.2614                	-5.58497812906371e-02
0.2616                	-5.58537442048074e-02
0.2618                	-5.58610618774733e-02
0.262                 	-5.58608314747476e-02
0.2622                	-5.58552540023365e-02
0.2624                	-5.58339666511691e-02
0.2626                	-5.58077063973220e-02
0.2628                	-5.57856002793513e-02
0.263                 	-5.57765181527684e-02
0.2632                	-5.57877692245882e-02
0.2634                	-5.58110732449119e-02
0.2636                	-5.58324301731188e-02
0.2638                	-5.58332203930811e-02
0.264                 	-5.58207506222947e-02
0.2642                	-5.58298970357531e-02
0.2644                	-5.58550805313581e-02
0.2646                	-5.58839682997703e-02
0.2648                	-5.59038202419550e-02
0.265                 	-5.59080038062273e-02
0.2652                	-5.59148845033712e-02
0.2654                	-5.59284694021386e-02
0.2656                	-5.59582676167403e-02
0.2658                	-5.59914469557698e-02
0.266                 	-5.60151960398560e-02
0.2662                	-5.60338045980733e-02
0.2664                	-5.60418209729522e-02
0.2666                	-5.60539039670587e-02
0.2668                	-5.60703149896913e-02
0.267                 	-5.60834158844492e-02
0.2672                	-5.60857990516567e-02
0.2674                	-5.60902131855173e-02
0.2676                	-5.60900923670050e-02
0.2678                	-5.60983638380451e-02
0.268                 	-5.61204489132698e-02
0.2682                	-5.61319488294997e-02
0.2684                	-5.61363882959755e-02
0.2686                	-5.61374974412303e-02
0.2688                	-5.61599196026105e-02
0.269                 	-5.61956895656895e-02
0.2692                	-5.62311251195918e-02
0.2694                	-5.62490978918876e-02
0.2696                	-5.62650096150309e-02
0.2698                	-5.62908714651299e-02
0.27                  	-5.63293542379218e-02
0.2702                	-5.63610208281514e-02
0.2704                	-5.63680383155596e-02
0.2706                	-5.63655137704245e-02
0.2708                	-5.63759333976618e-02
0.271                 	-5.63835024170261e-02
0.2712                	-5.63844869814804e-02
0.2714                	-5.63910750027502e-02
0.2716                	-5.64068582015974e-02
0.2718                	-5.64368829379858e-02
0.272                 	-5.64727344249107e-02
0.2722                	-5.64980267420735e-02
0.2724                	-5.65236280333671e-02
0.2726                	-5.65503013048395e-02
0.2728                	-5.65762961364568e-02
0.273                 	-5.66049301996979e-02
0.2732                	-5.66241032490562e-02
0.2734                	-5.66375524906084e-02
0.2736                	-5.66449241324159e-02
0.2738                	-5.66451392637316e-02
0.274                 	-5.66431757997818e-02
0.2742                	-5.66519437098496e-02
0.2744                	-5.66410571476073e-02
0.2746                	-5.66053808071491e-02
0.2748                	-5.65567337354447e-02
0.275                 	-5.65153506794751e-02
0.2752                	-5.64881968957144e-02
0.2754                	-5.64603803830455e-02
0.2756                	-5.64149853238056e-02
0.2758                	-5.63550173862241e-02
0.276                 	-5.63151638000375e-02
0.2762                	-5.62837944379492e-02
0.2764                	-5.62628641746343e-02
0.2766                	-5.62496004828369e-02
0.2768                	-5.62162797564972e-02
0.277                 	-5.61889772239689e-02
0.2772                	-5.61699360350357e-02
0.2774                	-5.61351297075684e-02
0.2776                	-5.60926655711316e-02
0.2778                	-5.60629968329347e-02
0.278                 	-5.60321928886605e-02
0.2782                	-5.59847270955460e-02
0.2784                	-5.59350000235611e-02
0.2786                	-5.58795579891827e-02
0.2788                	-5.58367385031145e-02
0.279                 	-5.58118940648801e-02
0.2792                	-5.57978232428065e-02
0.2794                	-5.57673069709747e-02
0.2796                	-5.57378163071387e-02
0.2798                	-5.57156659753721e-02
0.28                  	-5.57060773185530e-02
0.2802                	-5.56992173625051e-02
0.2804                	-5.56968136355352e-02
0.2806                	-5.56922780794991e-02
0.2808                	-5.56843310886814e-02
0.281                 	-5.56829446782718e-02
0.2812                	-5.56899999665885e-02
0.2814                	-5.57016459106007e-02
0.2816                	-5.57093873376234e-02
0.2818                	-5.56998811655454e-02
0.282                 	-5.56861346149214e-02
0.2822                	-5.56910707802570e-02
0.2824                	-5.56915645686294e-02
0.2826                	-5.56894579097407e-02
0.2828                	-5.56768235144076e-02
0.283                 	-5.56570857294173e-02
0.2832                	-5.56396022500421e-02
0.2834                	-5.56264840332764e-02
0.2836                	-5.56169432283480e-02
0.2838                	-5.56078607276959e-02
0.284                 	-5.56028084973759e-02
0.2842                	-5.55958251539146e-02
0.2844                	-5.55828301251532e-02
0.2846                	-5.55814538988379e-02
0.2848                	-5.55920118995977e-02
0.285                 	-5.56033533267166e-02
0.2852                	-5.56021706701951e-02
0.2854                	-5.56073226491293e-02
0.2856                	-5.56287365528666e-02
0.2858                	-5.56586388569698e-02
0.286                 	-5.56777622168499e-02
0.2862                	-5.56859400147668e-02
0.2864                	-5.57121218671901e-02
0.2866                	-5.57547409463146e-02
0.2868                	-5.57814390628542e-02
0.287                 	-5.57955247191413e-02
0.2872                	-5.58078968077247e-02
0.2874                	-5.58318529258252e-02
0.2876                	-5.58561111698930e-02
0.2878                	-5.58618776500130e-02
0.288                 	-5.58467796122721e-02
0.2882                	-5.58362069822569e-02
0.2884                	-5.58535919070908e-02
0.2886                	-5.58533404594077e-02
0.2888                	-5.58368588998033e-02
0.289                 	-5.58078962189662e-02
0.2892                	-5.57922489025802e-02
0.2894                	-5.57843174625493e-02
0.2896                	-5.57846798531364e-02
0.2898                	-5.57784894607296e-02
0.29                  	-5.57814861270221e-02
0.2902                	-5.57710915272678e-02
0.2904                	-5.57446846666103e-02
0.2906                	-5.57415674166864e-02
0.2908                	-5.57541091167074e-02
0.291                 	-5.57721040346076e-02
0.2912                	-5.57715920388714e-02
0.2914                	-5.57552872396513e-02
0.2916                	-5.57305934902128e-02
0.2918                	-5.57340527005908e-02
0.292                 	-5.57423333823168e-02
0.2922                	-5.57285488168525e-02
0.2924                	-5.57018270043465e-02
0.2926                	-5.56777318695231e-02
0.2928                	-5.56804741471696e-02
0.293                 	-5.56717022527618e-02
0.2932                	-5.56726501876170e-02
0.2934                	-5.56711559225301e-02
0.2936                	-5.56698964100520e-02
0.2938                	-5.56710723721018e-02
0.294                 	-5.56623599639813e-02
0.2942                	-5.56535249848699e-02
0.2944                	-5.56535174797894e-02
0.2946                	-5.56694933546379e-02
0.2948                	-5.56873299999346e-02
0.295                 	-5.56863326338401e-02
0.2952                	-5.56752493565375e-02
0.2954                	-5.56762113141598e-02
0.2956                	-5.57062189214257e-02
0.2958                	-5.57467207751360e-02
0.296                 	-5.57723987040612e-02
0.2962                	-5.57682699054980e-02
0.2964                	-5.57529972720238e-02
0.2966                	-5.57547002054413e-02
0.2968                	-5.57616838514360e-02
0.297                 	-5.57621951204630e-02
0.2972                	-5.57615398450361e-02
0.2974                	-5.57533861555989e-02
0.2976                	-5.57474598395736e-02
0.2978                	-5.57584981757242e-02
0.298                 	-5.57631923287938e-02
0.2982                	-5.57701032302650e-02
0.2984                	-5.57822060823143e-02
0.2986                	-5.57871206243328e-02
0.2988                	-5.57695426402080e-02
0.299                 	-5.57509140273596e-02
0.2992                	-5.57472228905664e-02
0.2994                	-5.57489865439436e-02
0.2996                	-5.57649144044996e-02
0.2998                	-5.57670211554493e-02
0.3                   	-5.57580948067636e-02
0.3002                	-5.57328785031150e-02
0.3004                	-5.57210069678008e-02
0.3006                	-5.57207393569674e-02
0.3008                	-5.57218124529385e-02
0.301                 	-5.57144594570668e-02
0.3012                	-5.56972399367570e-02
0.3014                	-5.56933746896246e-02
0.3016                	-5.57076370985825e-02
0.3018                	-5.57259404928075e-02
0.302                 	-5.57350533400967e-02
0.3022                	-5.57235642395913e-02
0.3024                	-5.57252560782015e-02
0.3026                	-5.57482159670384e-02
0.3028                	-5.57744113054403e-02
0.303                 	-5.58057255055595e-02
0.3032                	-5.58178537220647e-02
0.3034                	-5.58240742187344e-02
0.3036                	-5.58409457734884e-02
0.3038                	-5.58661249201400e-02
0.304                 	-5.58809848277545e-02
0.3042                	-5.58965557806214e-02
0.3044                	-5.58920156267197e-02
0.3046                	-5.58773629158162e-02
0.3048                	-5.58842329770741e-02
0.305                 	-5.59092760125275e-02
0.3052                	-5.59404466892720e-02
0.3054                	-5.59615293219214e-02
0.3056                	-5.59674975634311e-02
0.3058                	-5.59733832202556e-02
0.306                 	-5.59924976869404e-02
0.3062                	-5.60075761366283e-02
0.3064                	-5.60138223743132e-02
0.3066                	-5.60060149214620e-02
0.3068                	-5.60078758919811e-02
0.307                 	-5.60131474822715e-02
0.3072                	-5.60199212366512e-02
0.3074                	-5.60132252195213e-02
0.3076                	-5.60057791577892e-02
0.3078                	-5.60037807543151e-02
0.308                 	-5.60060028276145e-02
0.3082                	-5.59924622615834e-02
0.3084                	-5.59639192161717e-02
0.3086                	-5.59258713820997e-02
0.3088                	-5.58952871001061e-02
0.309                 	-5.58836105375556e-02
0.3092                	-5.58812268155558e-02
0.3094                	-5.58740600582403e-02
0.3096                	-5.58516528143615e-02
0.3098                	-5.58323680621827e-02
0.31                  	-5.58295656142228e-02
0.3102                	-5.58400556504950e-02
0.3104                	-5.58324562042232e-02
0.3106                	-5.58294928298689e-02
0.3108                	-5.58345143650508e-02
0.311                 	-5.58634270156647e-02
0.3112                	-5.58939933546594e-02
0.3114                	-5.59244463603970e-02
0.3116                	-5.59493834503783e-02
0.3118                	-5.59838991781116e-02
0.312                 	-5.60265687815682e-02
0.3122                	-5.60602822533608e-02
0.3124                	-5.60795139032674e-02
0.3126                	-5.60860249679511e-02
0.3128                	-5.60793110754058e-02
0.313                 	-5.60636463465501e-02
0.3132                	-5.60708460370641e-02
0.3134                	-5.60860487022386e-02
0.3136                	-5.60996284129690e-02
0.3138                	-5.60910600982469e-02
0.314                 	-5.60615423566030e-02
0.3142                	-5.60429066960134e-02
0.3144                	-5.60470324201946e-02
0.3146                	-5.60719811140605e-02
0.3148                	-5.60773059676107e-02
0.315                 	-5.60661692677484e-02
0.3152                	-5.60653208958274e-02
0.3154                	-5.60773277947780e-02
0.3156                	-5.60873523706927e-02
0.3158                	-5.60859556910071e-02
0.316                 	-5.60752312007977e-02
0.3162                	-5.60624441609747e-02
0.3164                	-5.60716125311873e-02
0.3166                	-5.60799763604628e-02
0.3168                	-5.60878321644741e-02
0.317                 	-5.60952315010912e-02
0.3172                	-5.61028556176102e-02
0.3174                	-5.61119142644152e-02
0.3176                	-5.61136731590595e-02
0.3178                	-5.61163976827974e-02
0.318                 	-5.61399368037030e-02
0.3182                	-5.61694974414496e-02
0.3184                	-5.61848164342029e-02
0.3186                	-5.62021608237501e-02
0.3188                	-5.62153548547673e-02
0.319                 	-5.62364001650483e-02
0.3192                	-5.62580145299828e-02
0.3194                	-5.62877624126227e-02
0.3196                	-5.63058008645168e-02
0.3198                	-5.63142107358593e-02
0.32                  	-5.63291545885653e-02
0.3202                	-5.63326848664287e-02
0.3204                	-5.63381055494254e-02
0.3206                	-5.63512709740456e-02
0.3208                	-5.63609181055085e-02
0.321                 	-5.63526030853300e-02
0.3212                	-5.63375004861162e-02
0.3214                	-5.63367256733073e-02
0.3216                	-5.63444903583840e-02
0.3218                	-5.63723390628808e-02
0.322                 	-5.63878539248510e-02
0.3222                	-5.63867245210315e-02
0.3224                	-5.63927559032016e-02
0.3226                	-5.64077193874552e-02
0.3228                	-5.64127013785077e-02
0.323                 	-5.64092529747649e-02
0.3232                	-5.64036029544135e-02
0.3234                	-5.63988957077492e-02
0.3236                	-5.63956666154856e-02
0.3238                	-5.63767728143787e-02
0.324                 	-5.63479782751061e-02
0.3242                	-5.63182658117389e-02
0.3244                	-5.62982993287877e-02
0.3246                	-5.62849178988021e-02
0.3248                	-5.62664859555015e-02
0.325                 	-5.62351876499573e-02
0.3252                	-5.62101797578420e-02
0.3254                	-5.61918314027278e-02
0.3256                	-5.61907866720119e-02
0.3258                	-5.61957954396866e-02
0.326                 	-5.61979770232944e-02
0.3262                	-5.61960340579374e-02
0.3264                	-5.61932561125006e-02
0.3266                	-5.62113156340343e-02
0.3268                	-5.62524435807473e-02
0.327                 	-5.62876363292557e-02
0.3272                	-5.63127657964348e-02
0.3274                	-5.63307105203896e-02
0.3276                	-5.63425733583040e-02
0.3278                	-5.63539473359439e-02
0.328                 	-5.63749842300679e-02
0.3282                	-5.63960564060434e-02
0.3284                	-5.64098926944705e-02
0.3286                	-5.64189092498077e-02
0.3288                	-5.64047047427066e-02
0.329                 	-5.63687089600883e-02
0.3292                	-5.63475670005380e-02
0.3294                	-5.63603576588503e-02
0.3296                	-5.63796349260818e-02
0.3298                	-5.63919680365274e-02
0.33                  	-5.63861342796411e-02
0.3302                	-5.63789754899264e-02
0.3304                	-5.63897276978615e-02
0.3306                	-5.64081726092336e-02
0.3308                	-5.64249978259596e-02
0.331                 	-5.64305088496996e-02
0.3312                	-5.64273430466110e-02
0.3314                	-5.64249515983071e-02
0.3316                	-5.64287706915026e-02
0.3318                	-5.64394405324788e-02
0.332                 	-5.64609573681483e-02
0.3322                	-5.64762409263113e-02
0.3324                	-5.64928739661109e-02
0.3326                	-5.65177262159947e-02
0.3328                	-5.65456105748697e-02
0.333                 	-5.65571673572236e-02
0.3332                	-5.65479805986738e-02
0.3334                	-5.65380024294671e-02
0.3336                	-5.65465633692110e-02
0.3338                	-5.65604903711396e-02
0.334                 	-5.65686155062373e-02
0.3342                	-5.65573079462064e-02
0.3344                	-5.65249521652954e-02
0.3346                	-5.65003236318255e-02
0.3348                	-5.64988392797402e-02
0.335                 	-5.64995417808064e-02
0.3352                	-5.65083487624326e-02
0.3354                	-5.65094851968798e-02
0.3356                	-5.65008081308404e-02
0.3358                	-5.65032032381815e-02
0.336                 	-5.65283769788496e-02
0.3362                	-5.65405895584068e-02
0.3364                	-5.65345415994806e-02
0.3366                	-5.65321931560659e-02
0.3368                	-5.65163685601921e-02
0.337                 	-5.65150117457207e-02
0.3372                	-5.65225375055796e-02
0.3374                	-5.65191386332599e-02
0.3376                	-5.64980792033695e-02
0.3378                	-5.64941561048386e-02
0.338                 	-5.65005557884748e-02
0.3382                	-5.65193842035536e-02
0.3384                	-5.65405447305227e-02
0.3386                	-5.65372026145091e-02
0.3388                	-5.65181299979401e-02
0.339                 	-5.65140575287423e-02
0.3392                	-5.65269748258966e-02
0.3394                	-5.65421443428981e-02
0.3396                	-5.65493206132793e-02
0.3398                	-5.65575945956118e-02
0.34                  	-5.65835280320273e-02
0.3402                	-5.66120429341606e-02
0.3404                	-5.66395987175040e-02
0.3406                	-5.66670612006537e-02
0.3408                	-5.66941695341083e-02
0.341                 	-5.67238536204779e-02
0.3412                	-5.67394566739975e-02
0.3414                	-5.67254483610667e-02
0.3416                	-5.66983127946155e-02
0.3418                	-5.66890711746920e-02
0.342                 	-5.66823958259630e-02
0.3422                	-5.66717578482810e-02
0.3424                	-5.66427211360558e-02
0.3426                	-5.66015321320074e-02
0.3428                	-5.65802498371247e-02
0.343                 	-5.65917643727559e-02
0.3432                	-5.66057664820960e-02
0.3434                	-5.66064095401145e-02
0.3436                	-5.65970731044720e-02
0.3438                	-5.65872148342380e-02
0.344                 	-5.65835087983855e-02
0.3442                	-5.65921111709328e-02
0.3444                	-5.65902861360846e-02
0.3446                	-5.65862146642477e-02
0.3448                	-5.65778116106820e-02
0.345                 	-5.65700958766578e-02
0.3452                	-5.65526375152799e-02
0.3454                	-5.65366179820076e-02
0.3456                	-5.65353802461455e-02
0.3458                	-5.65544431309617e-02
0.346                 	-5.65670313406929e-02
0.3462                	-5.65590664823051e-02
0.3464                	-5.65338275855635e-02
0.3466                	-5.65106756421122e-02
0.3468                	-5.65050936250571e-02
0.347                 	-5.65173570707496e-02
0.3472                	-5.65266118870903e-02
0.3474                	-5.65125093186388e-02
0.3476                	-5.64868974396351e-02
0.3478                	-5.64617234411804e-02
0.348                 	-5.64467306578440e-02
0.3482                	-5.64276553673237e-02
0.3484                	-5.64047542923368e-02
0.3486                	-5.63765991671284e-02
0.3488                	-5.63580261571847e-02
0.349                 	-5.63413305099671e-02
0.3492                	-5.63127776950016e-02
0.3494                	-5.62814112020395e-02
0.3496                	-5.62505802244335e-02
0.3498                	-5.62397942498926e-02
0.35                  	-5.62447533851925e-02
0.3502                	-5.62336679443627e-02
0.3504                	-5.62079958638732e-02
0.3506                	-5.61769548455115e-02
0.3508                	-5.61666060979735e-02
0.351                 	-5.61652090287788e-02
0.3512                	-5.61812924469398e-02
0.3514                	-5.61958874710475e-02
0.3516                	-5.62081523054034e-02
0.3518                	-5.62037826367989e-02
0.352                 	-5.62047943966320e-02
0.3522                	-5.62300261836289e-02
0.3524                	-5.62559569140579e-02
0.3526                	-5.62906856440248e-02
0.3528                	-5.63209835009235e-02
0.353                 	-5.63415536787268e-02
0.3532                	-5.63648769342499e-02
0.3534                	-5.63936858737877e-02
0.3536                	-5.64172836360534e-02
0.3538                	-5.64401268099902e-02
0.354                 	-5.64723060161772e-02
0.3542                	-5.65020240145267e-02
0.3544                	-5.65347366273160e-02
0.3546                	-5.65642657623271e-02
0.3548                	-5.65888319531233e-02
0.355                 	-5.66141852200252e-02
0.3552                	-5.66273840620908e-02
0.3554                	-5.66372056817110e-02
0.3556                	-5.66488356134720e-02
0.3558                	-5.66779956218877e-02
0.356                 	-5.67189093870361e-02
0.3562                	-5.67400488071017e-02
0.3564                	-5.67261715630234e-02
0.3566                	-5.67188173688864e-02
0.3568                	-5.67415423056884e-02
0.357                 	-5.67800018683239e-02
0.3572                	-5.68015211343146e-02
0.3574                	-5.67975067967495e-02
0.3576                	-5.67889540958259e-02
0.3578                	-5.67939870671425e-02
0.358                 	-5.68051940425456e-02
0.3582                	-5.67965259130532e-02
0.3584                	-5.67876882399381e-02
0.3586                	-5.67886831637968e-02
0.3588                	-5.68204524966474e-02
0.359                 	-5.68344988075830e-02
0.3592                	-5.68191369203662e-02
0.3594                	-5.67938219551519e-02
0.3596                	-5.67957822934911e-02
0.3598                	-5.68205100988268e-02
0.36                  	-5.68406385830049e-02
0.3602                	-5.68288714453129e-02
0.3604                	-5.67948379624847e-02
0.3606                	-5.67592200906757e-02
0.3608                	-5.67471482039703e-02
0.361                 	-5.67492812628832e-02
0.3612                	-5.67379504851610e-02
0.3614                	-5.67155128409925e-02
0.3616                	-5.66949963527853e-02
0.3618                	-5.66749290569153e-02
0.362                 	-5.66569390342625e-02
0.3622                	-5.66481364551533e-02
0.3624                	-5.66375217986540e-02
0.3626                	-5.66514021605341e-02
0.3628                	-5.66617559432002e-02
0.363                 	-5.66655854691197e-02
0.3632                	-5.66531742554298e-02
0.3634                	-5.66395404276787e-02
0.3636                	-5.66378867746860e-02
0.3638                	-5.66488772507794e-02
0.364                 	-5.66534205056887e-02
0.3642                	-5.66308513677286e-02
0.3644                	-5.65994998014678e-02
0.3646                	-5.65744586518331e-02
0.3648                	-5.65762991528582e-02
0.365                 	-5.65947656188836e-02
0.3652                	-5.66055274456075e-02
0.3654                	-5.65866248809857e-02
0.3656                	-5.65642193693782e-02
0.3658                	-5.65587381862547e-02
0.366                 	-5.65601831339855e-02
0.3662                	-5.65398488592784e-02
0.3664                	-5.64996972339815e-02
0.3666                	-5.64560283744940e-02
0.3668                	-5.64254348830916e-02
0.367                 	-5.63950981704857e-02
0.3672                	-5.63441823048252e-02
0.3674                	-5.62828091410181e-02
0.3676                	-5.62394727661933e-02
0.3678                	-5.62106589673947e-02
0.368                 	-5.61646640045555e-02
0.3682                	-5.60993937498177e-02
0.3684                	-5.60305388167310e-02
0.3686                	-5.59809088078993e-02
0.3688                	-5.59548864219027e-02
0.369                 	-5.59069658971660e-02
0.3692                	-5.58422355611456e-02
0.3694                	-5.57737497210801e-02
0.3696                	-5.57367390296233e-02
0.3698                	-5.57177916214220e-02
0.37                  	-5.57002462074167e-02
0.3702                	-5.56692338896197e-02
0.3704                	-5.56289817994201e-02
0.3706                	-5.56041476314864e-02
0.3708                	-5.55973202806444e-02
0.371                 	-5.55840503164065e-02
0.3712                	-5.55603756122213e-02
0.3714                	-5.55387629388693e-02
0.3716                	-5.55362952143897e-02
0.3718                	-5.55410949875240e-02
0.372                 	-5.55406350678622e-02
0.3722                	-5.55327840004612e-02
0.3724                	-5.55114661038266e-02
0.3726                	-5.54892185396668e-02
0.3728                	-5.54793140161754e-02
0.373                 	-5.54921278759094e-02
0.3732                	-5.55116464093070e-02
0.3734                	-5.55172228213340e-02
0.3736                	-5.55160662165605e-02
0.3738                	-5.55169604847950e-02
0.374                 	-5.55545471629157e-02
0.3742                	-5.55991634735163e-02
0.3744                	-5.56124743282920e-02
0.3746                	-5.56022442223989e-02
0.3748                	-5.56013001076521e-02
0.375                 	-5.56305851000338e-02
0.3752                	-5.56508914521876e-02
0.3754                	-5.56596671629815e-02
0.3756                	-5.56663285346500e-02
0.3758                	-5.56909349413750e-02
0.376                 	-5.57322568296511e-02
0.3762                	-5.57699182125346e-02
0.3764                	-5.57912904714565e-02
0.3766                	-5.58069203296562e-02
0.3768                	-5.58532442885808e-02
0.377                 	-5.59001232041987e-02
0.3772                	-5.59354945983480e-02
0.3774                	-5.59643204886379e-02
0.3776                	-5.59860763922736e-02
0.3778                	-5.59939759867960e-02
0.378                 	-5.60202380248642e-02
0.3782                	-5.60469373333703e-02
0.3784                	-5.60635199701901e-02
0.3786                	-5.60768506823222e-02
0.3788                	-5.60708671478109e-02
0.379                 	-5.60512696156938e-02
0.3792                	-5.60418956339563e-02
0.3794                	-5.60598096955974e-02
0.3796                	-5.60816210252020e-02
0.3798                	-5.60849720254252e-02
0.38                  	-5.60755558905515e-02
0.3802                	-5.60626397004433e-02
0.3804                	-5.60519396550036e-02
0.3806                	-5.60541753513161e-02
0.3808                	-5.60482044150727e-02
0.381                 	-5.60171866379252e-02
0.3812                	-5.59800390475183e-02
0.3814                	-5.59576986175182e-02
0.3816                	-5.59512763633039e-02
0.3818                	-5.59346293168829e-02
0.382                 	-5.58997975729944e-02
0.3822                	-5.58536180066981e-02
0.3824                	-5.58257502183365e-02
0.3826                	-5.58208826330277e-02
0.3828                	-5.58182826474927e-02
0.383                 	-5.57860813253869e-02
0.3832                	-5.57447302704965e-02
0.3834                	-5.57284883735332e-02
0.3836                	-5.57417173194916e-02
0.3838                	-5.57563049037718e-02
0.384                 	-5.57427963273990e-02
0.3842                	-5.57276330648629e-02
0.3844                	-5.57203707371400e-02
0.3846                	-5.57159351709912e-02
0.3848                	-5.57217397274953e-02
0.385                 	-5.57120667728191e-02
0.3852                	-5.57099471048525e-02
0.3854                	-5.57211951867908e-02
0.3856                	-5.57422984884312e-02
0.3858                	-5.57420573733441e-02
0.386                 	-5.57346300052653e-02
0.3862                	-5.57262809901502e-02
0.3864                	-5.57180174211307e-02
0.3866                	-5.57211196314849e-02
0.3868                	-5.57340907459916e-02
0.387                 	-5.57457752623829e-02
0.3872                	-5.57523370893641e-02
0.3874                	-5.57584962328460e-02
0.3876                	-5.57543432576449e-02
0.3878                	-5.57671381443810e-02
0.388                 	-5.57850153215999e-02
0.3882                	-5.58012139308270e-02
0.3884                	-5.57917485389636e-02
0.3886                	-5.57748976107422e-02
0.3888                	-5.57607698952106e-02
0.389                 	-5.57690166180664e-02
0.3892                	-5.57870340824301e-02
0.3894                	-5.57711393499898e-02
0.3896                	-5.57523975479074e-02
0.3898                	-5.57378773974541e-02
0.39                  	-5.57411607100122e-02
0.3902                	-5.57553427841351e-02
0.3904                	-5.57780092186565e-02
0.3906                	-5.57804210175091e-02
0.3908                	-5.57783719830376e-02
0.391                 	-5.57985229252216e-02
0.3912                	-5.58330392025668e-02
0.3914                	-5.58722806699209e-02
0.3916                	-5.58992093385823e-02
0.3918                	-5.58968040102028e-02
0.392                 	-5.58925348894075e-02
0.3922                	-5.59031807280613e-02
0.3924                	-5.59153945132221e-02
0.3926                	-5.59215168277137e-02
0.3928                	-5.59052178345713e-02
0.393                 	-5.58890743007760e-02
0.3932                	-5.58760212177873e-02
0.3934                	-5.58680914582062e-02
0.3936                	-5.58650947831986e-02
0.3938                	-5.58682537891756e-02
0.394                 	-5.58700479779084e-02
0.3942                	-5.58579210066000e-02
0.3944                	-5.58369431610774e-02
0.3946                	-5.58197045342283e-02
0.3948                	-5.58029533810391e-02
0.395                 	-5.57998040204091e-02
0.3952                	-5.57984563079166e-02
0.3954                	-5.57843260070047e-02
0.3956                	-5.57634465888628e-02
0.3958                	-5.57317210745482e-02
0.396                 	-5.57124089655110e-02
0.3962                	-5.57062942191676e-02
0.3964                	-5.57069184525475e-02
0.3966                	-5.56987679961829e-02
0.3968                	-5.56859500158473e-02
0.397                 	-5.56824111554141e-02
0.3972                	-5.56839870128428e-02
0.3974                	-5.57073504408094e-02
0.3976                	-5.57459295707353e-02
0.3978                	-5.57774304462369e-02
0.398                 	-5.58002807973510e-02
0.3982                	-5.58049598772222e-02
0.3984                	-5.58028714905238e-02
0.3986                	-5.58261547917455e-02
0.3988                	-5.58624423315842e-02
0.399                 	-5.58889357934912e-02
0.3992                	-5.58985571675746e-02
0.3994                	-5.58869867981297e-02
0.3996                	-5.58825313800552e-02
0.3998                	-5.58876639750937e-02
0.4                   	-5.58993058586252e-02
0.4002                	-5.59170415200547e-02
0.4004                	-5.59421868314870e-02
0.4006                	-5.59472887333731e-02
0.4008                	-5.59328363877517e-02
0.401                 	-5.59310463024015e-02
0.4012                	-5.59479977017396e-02
0.4014                	-5.59656221997020e-02
0.4016                	-5.59688511260017e-02
0.4018                	-5.59490081761672e-02
0.402                 	-5.59271777845350e-02
0.4022                	-5.59342937237076e-02
0.4024                	-5.59179785238548e-02
0.4026                	-5.58874222891736e-02
0.4028                	-5.58728363019220e-02
0.403                 	-5.59042456197519e-02
0.4032                	-5.59454119646633e-02
0.4034                	-5.59559128789730e-02
0.4036                	-5.59254734411339e-02
0.4038                	-5.59133808942345e-02
0.404                 	-5.59298965080579e-02
0.4042                	-5.59595133636211e-02
0.4044                	-5.59612250594719e-02
0.4046                	-5.59330878376241e-02
0.4048                	-5.59029904115965e-02
0.405                 	-5.58791101477652e-02
0.4052                	-5.58619809924311e-02
0.4054                	-5.58458369910785e-02
0.4056                	-5.58420071459429e-02
0.4058                	-5.58398192504651e-02
0.406                 	-5.58498717184000e-02
0.4062                	-5.58490987633332e-02
0.4064                	-5.58496758228852e-02
0.4066                	-5.58692005205583e-02
0.4068                	-5.58931886910425e-02
0.407                 	-5.59098495672753e-02
0.4072                	-5.59326295547859e-02
0.4074                	-5.59709005717730e-02
0.4076                	-5.60007543047558e-02
0.4078                	-5.60317361213411e-02
0.408                 	-5.60526128595199e-02
0.4082                	-5.60690357709236e-02
0.4084                	-5.60963198495906e-02
0.4086                	-5.61464361884025e-02
0.4088                	-5.61826661734967e-02
0.409                 	-5.62059193144359e-02
0.4092                	-5.62268059544946e-02
0.4094                	-5.62458799281942e-02
